id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,score_riesgo,nivel_riesgo,alertas_activadas,etiqueta_fraude_simulada
SIN-00109,POL-00236,ASE-0199,Vida,Incendio,2024-05-05,2024-05-08,6423.19,6574.6,0.0,Reserva,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-026,90,275,3,0,0,Verde,,0
SIN-00110,POL-00207,ASE-0102,Salud,Robo,2025-09-06,2025-09-07,9200.68,9167.36,7381.3,Liquidado,Cuenca,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-004,185,180,1,0,0,Verde,,0
SIN-00111,POL-00062,ASE-0195,Hogar,Choque,2026-04-15,2026-04-17,6442.18,6537.36,0.0,Pago Parcial,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-015,272,93,2,1,0,Verde,,0
SIN-00112,POL-00209,ASE-0132,Hogar,Responsabilidad Civil,2024-11-28,2024-11-28,5151.71,4192.12,0.0,Cierre Sin Consecuencia,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-009,221,144,0,0,0,Verde,,0
SIN-00113,POL-00144,ASE-0170,Hogar,Responsabilidad Civil,2024-11-08,2024-11-09,5947.8,4973.69,4548.14,Pago Parcial,Quito Norte,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-013,130,235,1,0,0,Verde,,1
SIN-00114,POL-00098,ASE-0077,Salud,Robo,2024-11-02,2024-11-02,4754.76,4905.22,4267.57,Anticipo,Quito Norte,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-033,53,312,0,0,0,Verde,,0
SIN-00115,POL-00279,ASE-0151,Vehiculos,Robo,2024-10-22,2024-10-25,4662.05,5022.48,4536.43,Cierre Sin Consecuencia,Quito Sur,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-038,251,114,3,0,0,Verde,,0
SIN-00116,POL-00137,ASE-0107,Generales,Atencion Medica,2026-03-28,2026-03-31,4845.39,4484.89,4398.43,Anticipo,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-016,194,171,3,0,0,Verde,,0
SIN-00117,POL-00300,ASE-0035,Hogar,Responsabilidad Civil,2026-01-20,2026-01-21,4775.3,4411.54,4414.9,Negativa,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-020,98,267,1,2,0,Verde,,0
SIN-00118,POL-00272,ASE-0133,Salud,Dano,2025-06-10,2025-06-12,5206.88,5604.46,0.0,Negativa,Manta,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-012,178,187,2,2,0,Verde,,0
SIN-00119,POL-00233,ASE-0174,Generales,Atencion Medica,2024-09-18,2024-09-21,12096.16,11791.84,11044.24,Liquidado,Cuenca,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-035,210,155,3,0,0,Verde,,0
SIN-00120,POL-00075,ASE-0179,Hogar,Atencion Medica,2023-10-31,2023-11-03,11567.37,9758.21,8790.86,Cierre Sin Consecuencia,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-011,42,323,3,0,0,Verde,,0
SIN-00121,POL-00244,ASE-0091,Generales,Choque,2026-04-25,2026-04-26,4416.47,4531.64,0.0,Negativa,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-029,181,184,1,0,0,Verde,,0
SIN-00122,POL-00128,ASE-0093,Generales,Responsabilidad Civil,2026-02-05,2026-02-08,7087.47,6175.16,6659.72,Cierre Sin Consecuencia,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-019,317,48,3,0,0,Verde,,0
SIN-00123,POL-00032,ASE-0080,Hogar,Incendio,2026-06-05,2026-06-05,10194.35,8195.13,0.0,Liquidado,Quito Sur,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-040,190,175,0,0,0,Verde,,0
SIN-00124,POL-00182,ASE-0109,Vida,Responsabilidad Civil,2026-11-30,2026-12-01,7369.99,7612.05,5809.42,Reserva,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-012,309,56,1,0,0,Verde,,0
SIN-00125,POL-00021,ASE-0006,Vida,Robo,2024-04-19,2024-04-22,9008.7,7316.78,0.0,Pago Total,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-017,91,274,3,1,0,Verde,,0
SIN-00126,POL-00069,ASE-0135,Vida,Dano,2026-02-20,2026-02-20,16438.74,13909.0,11757.92,Liquidado,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-003,109,256,0,2,0,Verde,,1
SIN-00127,POL-00086,ASE-0090,Hogar,Dano,2024-09-06,2024-09-08,14525.12,11937.68,12457.01,Reserva,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-012,311,54,2,5,0,Verde,,0
SIN-00128,POL-00295,ASE-0113,Vehiculos,Responsabilidad Civil,2026-08-31,2026-09-03,16147.71,13363.58,0.0,Pago Parcial,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-014,304,61,3,2,0,Verde,,0
SIN-00129,POL-00255,ASE-0189,Hogar,Choque,2025-07-06,2025-07-09,10873.07,11949.39,10811.53,Cierre Sin Consecuencia,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-001,301,64,3,0,0,Verde,,0
SIN-00130,POL-00236,ASE-0199,Vida,Incendio,2024-07-08,2024-07-08,7840.19,7877.55,7642.46,Pago Parcial,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-008,154,211,0,1,0,Verde,,0
SIN-00131,POL-00183,ASE-0121,Vehiculos,Atencion Medica,2026-07-16,2026-07-19,7414.09,7014.04,0.0,Negativa,Quito Norte,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-013,221,144,3,1,0,Verde,,1
SIN-00132,POL-00276,ASE-0053,Vida,Responsabilidad Civil,2025-06-07,2025-06-07,4905.07,4846.6,0.0,Anticipo,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-014,115,250,0,1,0,Verde,,0
SIN-00133,POL-00219,ASE-0096,Vehiculos,Responsabilidad Civil,2024-06-15,2024-06-15,15960.93,16345.07,0.0,Pago Parcial,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-030,252,113,0,0,0,Verde,,0
SIN-00134,POL-00114,ASE-0063,Hogar,Incendio,2024-01-17,2024-01-26,4028.75,3308.14,3921.17,Anticipo,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-027,158,207,9,3,0,Verde,,1
SIN-00135,POL-00134,ASE-0036,Vida,Choque,2023-07-15,2023-07-18,4889.06,4898.79,4363.13,Liquidado,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-040,38,327,3,1,0,Verde,,0
SIN-00136,POL-00236,ASE-0199,Vida,Dano,2024-04-12,2024-04-14,12855.31,13863.35,0.0,Reserva,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-020,67,298,2,2,0,Verde,,0
SIN-00137,POL-00079,ASE-0074,Vida,Dano,2025-05-16,2025-05-19,14504.13,12283.5,0.0,Pago Parcial,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-026,45,320,3,3,0,Verde,,0
SIN-00138,POL-00236,ASE-0199,Vida,Dano,2024-09-13,2024-09-13,12206.06,11791.75,8995.51,Negativa,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-001,221,144,0,3,0,Verde,,0
SIN-00139,POL-00049,ASE-0153,Hogar,Robo,2026-02-24,2026-02-25,14872.97,13739.6,12698.03,Pago Total,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-011,206,159,1,0,0,Verde,,0
SIN-00140,POL-00118,ASE-0144,Vehiculos,Responsabilidad Civil,2023-10-08,2023-10-08,11700.08,12348.46,11680.12,Negativa,Quito Norte,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-030,122,243,0,0,0,Verde,,0
SIN-00141,POL-00031,ASE-0071,Generales,Robo,2025-01-20,2025-01-20,5178.82,4449.77,5103.53,Cierre Sin Consecuencia,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-023,158,207,0,1,0,Verde,,0
SIN-00142,POL-00161,ASE-0165,Generales,Responsabilidad Civil,2023-12-14,2023-12-15,12636.84,11314.22,11182.37,Negativa,Quito Sur,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-020,65,300,1,1,0,Verde,,1
SIN-00143,POL-00217,ASE-0172,Vehiculos,Robo,2026-06-30,2026-07-02,6589.34,7166.55,0.0,Liquidado,Quito Sur,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-021,216,149,2,1,0,Verde,,0
SIN-00144,POL-00130,ASE-0033,Vehiculos,Atencion Medica,2026-03-29,2026-03-30,7997.66,8028.64,6749.91,Liquidado,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-029,214,151,1,1,0,Verde,,0
SIN-00145,POL-00110,ASE-0152,Generales,Robo,2025-09-13,2025-09-13,6747.96,7102.48,5006.99,Pago Parcial,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-035,119,246,0,2,0,Verde,,0
SIN-00146,POL-00096,ASE-0032,Salud,Choque,2025-04-22,2025-04-22,7254.19,7571.87,6751.91,Negativa,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-014,39,326,0,0,0,Verde,,0
SIN-00147,POL-00083,ASE-0021,Hogar,Robo,2024-03-25,2024-03-27,15222.87,13970.78,13348.63,Anticipo,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-019,106,259,2,0,0,Verde,,0
SIN-00148,POL-00079,ASE-0074,Vida,Responsabilidad Civil,2026-01-13,2026-01-13,7726.82,7717.58,7278.37,Pago Total,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-040,287,78,0,4,0,Verde,,0
SIN-00149,POL-00148,ASE-0082,Hogar,Incendio,2023-11-29,2023-11-30,10831.84,11056.88,8748.21,Pago Total,Quito Norte,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-015,121,244,1,0,0,Verde,,0
SIN-00150,POL-00096,ASE-0032,Salud,Choque,2025-05-04,2025-05-05,12342.08,11791.2,10076.42,Reserva,Manta,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-030,51,314,1,1,0,Verde,,0
SIN-00151,POL-00126,ASE-0035,Vida,Atencion Medica,2024-05-15,2024-05-17,7075.61,6888.74,5752.46,Negativa,Manta,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-025,170,195,2,3,0,Verde,,1
SIN-00152,POL-00030,ASE-0039,Hogar,Atencion Medica,2024-09-26,2024-09-28,3576.47,3264.95,3057.57,Anticipo,Cuenca,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-023,69,296,2,0,0,Verde,,0
SIN-00153,POL-00013,ASE-0073,Generales,Robo,2025-12-22,2025-12-25,8163.35,6936.25,0.0,Pago Total,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-018,101,264,3,0,0,Verde,,0
SIN-00154,POL-00214,ASE-0141,Vida,Incendio,2023-10-08,2023-10-09,12777.47,11811.29,9378.68,Pago Total,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-031,90,275,1,1,0,Verde,,0
SIN-00155,POL-00290,ASE-0138,Vida,Robo,2025-09-19,2025-09-19,8464.47,7390.34,0.0,Pago Total,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-038,240,125,0,2,0,Verde,,0
SIN-00156,POL-00270,ASE-0082,Vehiculos,Dano,2024-01-27,2024-01-27,13262.51,11271.84,11339.34,Negativa,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-026,105,260,0,1,0,Verde,,0
SIN-00157,POL-00061,ASE-0038,Salud,Robo,2024-12-02,2024-12-02,10364.92,8965.43,8721.29,Pago Total,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-031,175,190,0,0,0,Verde,,0
SIN-00158,POL-00084,ASE-0027,Vehiculos,Dano,2024-11-09,2024-11-11,6636.36,5643.01,6481.77,Reserva,Quito Sur,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-039,123,242,2,0,0,Verde,,0
SIN-00159,POL-00225,ASE-0179,Salud,Robo,2025-03-10,2025-03-10,9563.3,8231.18,8141.31,Negativa,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-027,85,280,0,1,0,Verde,,0
SIN-00160,POL-00013,ASE-0073,Generales,Choque,2025-10-31,2025-10-31,7533.38,6237.31,7311.86,Liquidado,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-035,49,316,0,1,0,Verde,,0
SIN-00161,POL-00200,ASE-0182,Salud,Incendio,2025-03-27,2025-03-27,8232.33,8308.83,8080.25,Pago Parcial,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-031,219,146,0,1,0,Verde,,0
SIN-00162,POL-00169,ASE-0178,Salud,Dano,2024-09-28,2024-10-01,9780.16,10071.19,7092.04,Anticipo,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-039,160,205,3,0,0,Verde,,0
SIN-00163,POL-00090,ASE-0093,Hogar,Incendio,2024-05-10,2024-05-10,9076.51,8676.5,6912.9,Pago Parcial,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,False,PROV-021,33,332,0,1,0,Verde,,1
SIN-00164,POL-00133,ASE-0122,Generales,Responsabilidad Civil,2024-11-20,2024-11-22,12799.85,13522.95,10363.95,Anticipo,Quito Sur,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-018,159,206,2,2,0,Verde,,0
SIN-00165,POL-00020,ASE-0147,Hogar,Dano,2024-10-10,2024-10-13,7549.35,6444.25,6380.17,Pago Parcial,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-020,315,50,3,0,0,Verde,,0
SIN-00166,POL-00114,ASE-0063,Hogar,Dano,2023-11-10,2023-11-11,8018.53,7489.13,6002.18,Anticipo,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-014,90,275,1,4,0,Verde,,0
SIN-00167,POL-00090,ASE-0093,Hogar,Choque,2024-05-09,2024-05-09,13735.97,14381.24,12088.67,Pago Parcial,Quito Sur,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-006,32,333,0,2,0,Verde,,0
SIN-00168,POL-00153,ASE-0063,Vehiculos,Choque,2024-12-30,2025-01-02,4000.83,3937.58,3654.69,Liquidado,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-039,7,358,3,5,0,Verde,,1
SIN-00169,POL-00064,ASE-0029,Vida,Dano,2024-04-24,2024-04-26,18639.71,16000.77,15902.74,Pago Total,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-015,133,232,2,0,0,Verde,,0
SIN-00170,POL-00090,ASE-0093,Hogar,Atencion Medica,2024-05-07,2024-05-08,18028.74,14892.69,0.0,Cierre Sin Consecuencia,Cuenca,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-026,30,335,1,3,0,Verde,,0
SIN-00171,POL-00062,ASE-0195,Hogar,Dano,2026-05-08,2026-05-08,9680.91,9884.96,0.0,Pago Parcial,Manta,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-006,295,70,0,2,0,Verde,,0
SIN-00172,POL-00125,ASE-0074,Generales,Dano,2024-02-25,2024-02-26,14773.65,14506.38,0.0,Reserva,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-026,171,194,1,5,0,Verde,,0
SIN-00173,POL-00091,ASE-0095,Vida,Atencion Medica,2024-01-11,2024-01-11,6806.63,6472.77,5003.57,Negativa,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-033,84,281,0,1,0,Verde,,0
SIN-00174,POL-00245,ASE-0099,Vehiculos,Responsabilidad Civil,2025-02-10,2025-02-13,6578.63,6782.5,6502.13,Anticipo,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-030,223,142,3,2,0,Verde,,0
SIN-00175,POL-00141,ASE-0049,Vehiculos,Atencion Medica,2026-02-23,2026-02-23,16365.97,14971.62,12538.21,Anticipo,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-015,162,203,0,0,0,Verde,,0
SIN-00176,POL-00071,ASE-0163,Hogar,Choque,2026-07-11,2026-07-12,10194.48,9034.21,9426.19,Negativa,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-022,164,201,1,0,0,Verde,,0
SIN-00177,POL-00034,ASE-0099,Hogar,Incendio,2023-11-12,2023-11-14,11863.57,10141.4,11615.34,Cierre Sin Consecuencia,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-013,141,224,2,3,0,Verde,,0
SIN-00178,POL-00252,ASE-0086,Generales,Robo,2024-07-21,2024-07-22,5912.68,5136.71,5622.37,Liquidado,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-023,165,200,1,0,0,Verde,,0
SIN-00179,POL-00025,ASE-0131,Vehiculos,Atencion Medica,2026-08-31,2026-08-31,15273.89,15721.01,10885.38,Negativa,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-031,282,83,0,0,0,Verde,,0
SIN-00180,POL-00103,ASE-0148,Vehiculos,Robo,2024-06-28,2024-07-01,5265.22,4501.03,4493.02,Liquidado,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-026,170,195,3,3,0,Verde,,0
SIN-00181,POL-00224,ASE-0102,Vehiculos,Incendio,2025-06-30,2025-07-15,10390.19,11241.11,0.0,Liquidado,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-023,246,119,15,1,0,Verde,,1
SIN-00182,POL-00154,ASE-0026,Hogar,Incendio,2026-04-11,2026-04-14,13846.64,12388.52,0.0,Negativa,Quito Norte,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-014,91,274,3,1,0,Verde,,0
SIN-00183,POL-00280,ASE-0173,Vida,Dano,2025-10-18,2025-10-19,7334.36,7074.5,0.0,Pago Parcial,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-031,162,203,1,0,0,Verde,,0
SIN-00184,POL-00058,ASE-0057,Hogar,Incendio,2026-03-08,2026-03-11,7281.83,7356.21,6963.6,Pago Total,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-018,137,228,3,1,0,Verde,,0
SIN-00185,POL-00107,ASE-0182,Salud,Robo,2024-11-30,2024-11-30,7556.73,7679.49,6548.68,Pago Total,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-025,147,218,0,2,0,Verde,,0
SIN-00186,POL-00269,ASE-0090,Hogar,Dano,2023-09-15,2023-09-16,9679.59,8967.72,0.0,Cierre Sin Consecuencia,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-034,34,331,1,6,0,Verde,,0
SIN-00187,POL-00286,ASE-0125,Salud,Incendio,2027-02-19,2027-02-19,9448.75,8688.32,6784.31,Liquidado,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-017,317,48,0,1,0,Verde,,0
SIN-00188,POL-00176,ASE-0052,Generales,Atencion Medica,2024-01-14,2024-01-16,7761.47,7049.65,7602.77,Reserva,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-017,201,164,2,1,0,Verde,,0
SIN-00189,POL-00293,ASE-0140,Salud,Responsabilidad Civil,2024-03-16,2024-03-17,10990.2,12021.21,0.0,Negativa,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-021,131,234,1,2,0,Verde,,0
SIN-00190,POL-00121,ASE-0148,Vida,Incendio,2025-02-06,2025-02-08,14170.41,13307.8,13610.36,Cierre Sin Consecuencia,Ambato,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-022,225,140,2,4,0,Verde,,0
SIN-00191,POL-00255,ASE-0189,Hogar,Responsabilidad Civil,2024-11-13,2024-11-13,9388.34,7966.94,0.0,Pago Parcial,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-021,66,299,0,1,0,Verde,,0
SIN-00192,POL-00037,ASE-0166,Salud,Dano,2024-02-16,2024-02-18,8034.13,8566.85,7886.55,Anticipo,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-038,232,133,2,3,0,Verde,,0
SIN-00193,POL-00284,ASE-0143,Salud,Robo,2025-06-18,2025-06-19,11740.34,11955.56,11530.55,Pago Total,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-006,41,324,1,1,0,Verde,,0
SIN-00194,POL-00177,ASE-0114,Vehiculos,Choque,2024-04-02,2024-04-02,5720.76,4621.86,5317.44,Pago Parcial,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-001,310,55,0,0,0,Verde,,1
SIN-00195,POL-00045,ASE-0131,Vida,Robo,2024-06-17,2024-06-18,4668.58,4081.36,0.0,Pago Total,Ambato,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-003,188,177,1,1,0,Verde,,1
SIN-00196,POL-00086,ASE-0090,Hogar,Dano,2024-05-30,2024-06-01,8722.34,9239.33,8384.52,Anticipo,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,False,PROV-018,212,153,2,7,0,Verde,,1
SIN-00197,POL-00085,ASE-0115,Generales,Incendio,2025-04-28,2025-05-01,11646.62,11146.26,9234.59,Negativa,Quito Sur,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-023,263,102,3,0,0,Verde,,0
SIN-00198,POL-00150,ASE-0075,Vehiculos,Atencion Medica,2026-02-04,2026-02-07,17185.84,15088.17,12030.56,Pago Parcial,Cuenca,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-009,217,148,3,4,0,Verde,,0
SIN-00199,POL-00026,ASE-0187,Salud,Robo,2025-02-13,2025-02-16,10895.98,9696.15,10235.57,Liquidado,Quito Norte,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-039,281,84,3,0,0,Verde,,0
SIN-00200,POL-00258,ASE-0113,Vida,Incendio,2026-01-05,2026-01-08,4720.48,4335.41,0.0,Pago Total,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-025,317,48,3,3,0,Verde,,0
SIN-00201,POL-00198,ASE-0135,Vida,Robo,2024-08-07,2024-08-09,10288.32,9109.31,9698.21,Liquidado,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-027,152,213,2,3,0,Verde,,0
SIN-00202,POL-00071,ASE-0163,Hogar,Robo,2026-02-05,2026-02-08,6171.36,5440.92,4667.63,Reserva,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-002,8,357,3,1,0,Verde,,1
SIN-00203,POL-00035,ASE-0083,Generales,Choque,2025-06-28,2025-06-30,11441.87,10077.52,10505.15,Pago Total,Quito Norte,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-015,82,283,2,1,0,Verde,,0
SIN-00204,POL-00055,ASE-0065,Vehiculos,Atencion Medica,2026-03-20,2026-03-22,10198.55,10562.82,8275.3,Reserva,Quito Sur,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-003,245,120,2,2,0,Verde,,0
SIN-00205,POL-00213,ASE-0085,Salud,Incendio,2025-11-07,2025-11-07,6162.68,5934.4,0.0,Liquidado,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-017,230,135,0,0,0,Verde,,0
SIN-00206,POL-00138,ASE-0153,Hogar,Robo,2026-08-08,2026-08-11,11880.89,12253.57,10945.69,Anticipo,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-003,157,208,3,1,0,Verde,,0
SIN-00207,POL-00199,ASE-0097,Salud,Responsabilidad Civil,2025-01-04,2025-01-07,13199.97,12100.9,12947.38,Cierre Sin Consecuencia,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-011,136,229,3,1,0,Verde,,0
SIN-00208,POL-00083,ASE-0021,Hogar,Choque,2024-06-09,2024-06-10,14425.13,13099.86,0.0,Pago Total,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-014,182,183,1,1,0,Verde,,0
SIN-00209,POL-00085,ASE-0115,Generales,Dano,2024-12-01,2024-12-03,5465.67,5331.26,4224.56,Liquidado,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-003,115,250,2,1,0,Verde,,0
SIN-00210,POL-00138,ASE-0153,Hogar,Choque,2026-06-21,2026-06-23,13459.17,13879.62,0.0,Cierre Sin Consecuencia,Ambato,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-032,109,256,2,2,0,Verde,,0
SIN-00211,POL-00181,ASE-0066,Vehiculos,Choque,2024-04-07,2024-04-07,19203.49,17410.95,0.0,Pago Total,Cuenca,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-035,60,305,0,0,0,Verde,,0
SIN-00212,POL-00037,ASE-0166,Salud,Atencion Medica,2024-05-09,2024-05-11,7804.2,8129.3,5914.72,Cierre Sin Consecuencia,Quito Sur,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-025,315,50,2,4,0,Verde,,0
SIN-00213,POL-00213,ASE-0085,Salud,Robo,2025-12-25,2025-12-28,11703.53,11325.59,9913.21,Negativa,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-037,278,87,3,1,0,Verde,,0
SIN-00214,POL-00171,ASE-0177,Vehiculos,Atencion Medica,2025-01-16,2025-01-17,16843.84,13823.12,0.0,Negativa,Guayaquil,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-019,170,195,1,0,0,Verde,,0
SIN-00215,POL-00226,ASE-0024,Hogar,Dano,2026-12-08,2026-12-11,18899.77,19279.6,16743.69,Pago Total,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,False,PROV-024,289,76,3,0,0,Verde,,1
SIN-00216,POL-00229,ASE-0055,Generales,Dano,2025-11-13,2025-11-16,17362.92,14879.34,16142.66,Pago Parcial,Guayaquil,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-010,305,60,3,2,0,Verde,,0
SIN-00217,POL-00190,ASE-0170,Hogar,Robo,2026-05-18,2026-05-18,7799.41,7463.72,0.0,Liquidado,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-009,86,279,0,1,0,Verde,,0
SIN-00218,POL-00048,ASE-0198,Generales,Dano,2023-09-11,2023-09-16,14712.11,14289.93,13202.3,Cierre Sin Consecuencia,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-034,80,285,5,0,0,Verde,,1
SIN-00219,POL-00061,ASE-0038,Salud,Choque,2024-08-15,2024-08-20,7465.17,8055.39,0.0,Anticipo,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-032,66,299,5,1,0,Verde,,1
